,Bathyarchaeota_Clade,Tree,SJ75_69-contigs,1015_Q2.40_375,MBMAG207,MBMAG267,MF-4.2.1.10.12.7,MBMAG143,MBMAG619,UBA11852,MF-4.7.5.8,MBMAG220,palsa_986,A05DMB_2,bog_990,Chersky_322,MBMAG531,0116_SJ02_428,AM-2014_bin-0583,fen_993,Zod_Metabat.546,BinDmb219,Bin13_14.8m,Zod_Metabat.411,AS06rmzACSIP_217,SZUA-568,SpSt-546-fixed,0715_SJ02_89,MF-5.3.1.4,Lab288P4bin25-fixed,Emb289P1bin127-fixed,MWv41,0216_BV02_MP12.107.017.filtered,fen_988,14_8_m_bin19,Lab288P4bin61-fixed,SpSt-998-fixed,Nc150P4bin1-fixed,Th196P4bin19-fixed,Nt197P4bin22-fixed,LaPlata_bin-2628,Co191P4bin18-fixed,0715_SJ02_107_054,QUI85_23-contigs-fixed,0116_SJ02_107_027,SpSt-266-fixed,MBMAG405,A05DMB_5,SJ75_4-contigs,1015_Q2.107_481,L.E.AR.18,QZM_B1_bin_37_1,1015_Q2.107_497,L.E.AR.33,1015_Q2.40_586,1015_BV01_concoct_2,BA_16,BA_27,BA_14,BA_11,BA_12,BA_10,BA_4,BA_9,BA_18,BA_1,0116_SJ02_599,Archaea.bin_1,13_1_20CM_2_53_14,BA_7,13_1_40CM_2_52_14,BA_26,13_1_40CM_3_52_10,MBMAG504,0116_SJ02_112,3300010339_29,QUI85_58_2-contigs,MBMAG202,0116_SJ02_40_108,0116_SJ02_40_099,3300025469_14,3300025472_24,1015_Q2_604,0116_SJ02_102,3300017925_10,1015_Q2_151,0116_SJ02_519,1015_Q2.107_002,0216_BV02_MP05.40.187.filtered,fen_987,MAQ_0.bin.072,3300010341_32,1015_Q2.40_006,MAQ.bin.044sta_assembly,QUI85_69-contigs
SpSt-266,BC3,#F3722C,62.62770138,60.85552083,61.70500569,63.10410628,61.4559792,60.90256233,62.91194896,62.82728155,60.88850932,63.25211009,63.69672747,65.59814241,61.74492972,62.38601307,62.67473046,62.00709877,61.59210526,62.2744,65.06707317,62.64160757,61.42548807,64.57848485,59.59229323,61.73256625,60.93036145,61.95970996,63.78936842,59.92781753,59.66352459,62.0641055,62.84303448,59.40262431,60.52084775,59.45393333,60.88748616,59.19663093,59.64954476,60.63259162,60.03272532,59.72838661,60.26936543,59.05703226,66.30757895,,67.55672069,88.90640466,70.36101142,68.00203252,73.58799107,68.16916917,65.01037906,72.1113941,64.96393281,65.00206835,48.52147887,47.6382622,48.18575198,48.00837156,48.07454308,48.07290576,47.99385714,47.73393665,48.42258953,47.74831461,47.4599455,48.09022436,48.24919355,48.63425656,48.22271635,47.8933114,48.40831135,48.8492228,48.69813896,48.40671141,48.72811594,49.12188139,49.44129353,48.16315029,48.54335378,49.23876263,48.15648855,48.59449715,49.02623509,47.69656398,48.07862903,48.11737805,48.42772152,48.34574257,49.22857143,48.40013699,48.12301325,48.41621315,48.72273782
MBMAG405,BC3,#F3722C,59.4691582,59.22896,60.40156382,61.26194523,59.27865239,60.0045082,61.33722781,61.34151292,59.61268116,60.78038793,61.30397045,61.81764973,60.09197482,60.42094017,61.05113861,59.98046784,59.64353535,60.56802383,61.51851249,59.48407676,58.493898,61.57087156,57.52227926,60.24092506,58.31391534,59.93290106,61.04268657,57.51903633,57.37121212,58.79480642,60.20516274,58.3699187,58.38485086,57.3783105,58.39842007,57.62782012,57.6299569,58.09170616,58.65184502,57.46833791,58.60822898,57.88002208,87.21557272,67.55672069,,66.94225604,66.46495037,69.2010468,65.27157221,65.23951194,64.00052632,64.78577199,64.95155786,64.65875,47.3343465,47.3728022,47.16176471,47.36650579,47.32677725,47.17689732,46.60012195,47.4247,47.47570423,47.21351351,47.77995227,46.99755435,47.39726651,48.54087404,47.0168357,46.90202703,47.16107056,48.79041394,47.7161157,47.51553254,48.21030534,48.69940577,49.12376344,47.33469136,48.50968586,48.90321199,48.01340426,48.11808511,48.95616147,46.97903885,47.24931973,47.13897849,47.0520284,47.96547619,48.89516575,48.27722772,46.75222841,47.61227545,49.14009901
A05DMB_5,BC3,#F3722C,62.34231434,60.89576271,61.09463337,63.21833137,61.91614865,61.21035422,62.51959607,63.40332661,62.20796964,63.6821499,63.7511413,65.92003188,61.75087629,62.68007916,62.32351779,61.90174603,61.48931624,62.04342984,65.2999399,62.3394382,62.58691275,64.90247585,59.24270588,62.06789116,61.07033694,61.85019133,64.39,60.34813084,60.07348378,61.58243824,62.61927878,59.66359223,60.29520906,59.52771739,61.1007535,59.64131494,59.77321712,60.70087131,60.17226804,60.11046699,60.8558296,59.19150124,66.42322581,88.90640466,66.94225604,,70.70777778,68.2423913,73.43015873,68.45461165,64.81441441,72.1788,65.64948454,65.21501832,49.03505338,48.52553517,48.85387701,48.19376392,48.35205656,47.91904177,47.9704607,47.96134361,48.47431319,48.21726343,47.04986111,48.01830769,48.7384507,48.92457865,47.51375598,47.6628178,47.7622973,48.66440476,48.43329049,48.05288136,48.40793201,48.66986564,49.2421519,48.39169184,48.57836134,49.16529255,48.14463351,48.52990099,48.90440141,47.69144254,48.00277008,47.89908537,48.08688946,48.39312377,48.73931624,48.58231198,47.9722807,48.0001002,49.08809524
SJ75_4,BC3,#F3722C,59.10965608,59.77363897,60.48001567,61.1404685,58.48167082,59.73320388,61.4013302,60.516,59.01965409,61.84544335,60.97998353,62.34349845,59.15427099,59.85666667,61.57284483,61.70364372,59.48131488,59.34871355,60.5563197,60.26059246,59.53865435,61.08520992,57.86678445,58.99654812,57.62966102,60.68959044,60.02428571,58.23759494,57.80629845,59.4392562,60.59749071,57.46547619,58.31164557,57.99873786,57.67436548,57.88668224,56.32251244,58.65478516,58.2267341,57.94547564,58.90327103,59.38926117,64.12631579,70.36101142,66.46495037,70.70777778,,67.22267574,69.38039816,65.02585616,65.46693925,68.65450517,65.01323155,63.75428954,48.39130435,48.27837209,48.48675373,48.2409699,47.41347656,47.70142857,48.18392157,47.5840836,48.2195122,48.86419492,48.47594142,47.78947368,48.49270463,49.1842,47.82568493,47.25728477,47.97121771,48.23730159,47.44154135,47.60732984,47.80807175,48.23878205,48.50246212,46.94393939,48.49121212,48.72219917,47.78230453,48.29697885,48.50138539,48.47718631,48.31053571,48.08148148,47.6556391,47.20213415,49.14037975,48.78595745,48.5005,48.26963087,48.18822526
1015_Q2.107_481,BC3,#F3722C,59.23763441,59.28392283,59.47841091,61.34829137,58.93014403,58.77490196,60.93201681,60.8145768,58.74559271,60.39861496,61.16520619,62.02039931,59.37897638,59.93843137,60.8337,60.79834071,59.03193916,60.07998205,61.54073705,59.51205273,60.56625,61.66315789,58.09970703,59.34887526,58.7270297,60.9769084,61.28256757,58.54723127,57.54295302,58.6786927,60.18426501,58.34690083,58.28656069,57.28352144,58.97594595,57.34971671,57.25727763,57.85709677,58.35016892,57.52451791,57.52389078,57.93117761,68.09954683,68.00203252,69.2010468,68.2423913,67.22267574,,67.04254766,65.03586387,65.49616279,66.80008562,66.98470437,68.96614583,47.41388889,48.17889908,48.33789063,47.78133562,48.18194444,47.77586873,47.49938776,47.14442623,47.80084034,47.79082031,48.23472222,47.24049774,48.64107143,49.14822222,47.69339623,47.33910035,48.27815126,49.33088235,48.93671587,47.7859375,48.27442396,48.88849558,50.68446215,49.78828452,49.75177419,48.86945607,48.18738019,49.40032154,48.45465909,48.65841121,48.82093496,49.09906542,49.74638989,49.29228188,49.23329519,48.918125,47.2361809,48.45098039,49.65271429
L.E.AR.18,BC3,#F3722C,60.98213675,59.29017094,60.33790412,62.01420188,60.29276944,60.38739377,61.24933702,61.98957916,61.2541744,61.77519763,62.42172222,64.6985546,60.2036373,61.16094595,60.7825,60.60365079,60.10063211,60.82002262,63.31488863,61.29164663,60.49856828,63.39207617,58.48065134,60.75134771,59.82439173,61.07204161,62.98013356,59.3997093,58.56151645,59.96191766,61.65711297,58.41148936,59.37764811,58.22947295,59.76440953,58.64633943,58.5503268,59.70949454,58.98417339,58.40653226,59.00376712,58.45954433,65.20273349,73.58799107,65.27157221,73.43015873,69.38039816,67.04254766,,67.93189569,63.55909091,81.09667788,64.46732283,64.02690217,47.93560311,46.96378205,47.52222222,47.76334135,47.61869688,47.19361111,47.05474777,46.89605911,47.02871148,47.17412281,47.12859327,47.07508251,48.075,47.97619048,46.75691748,47.25769231,47.2828841,47.8384058,47.51719577,47.35593525,47.35818182,48.00846304,48.57265625,47.5340694,48.00362637,48.34665738,47.825,47.73128898,47.97648115,47.11653747,47.22208333,48.06592466,47.02770449,47.74314928,48.43894009,48.21646884,47.59210526,47.44274029,48.62758007
QZM_B1_bin_37_1,BC3,#F3722C,60.00027778,57.51172566,59.11707617,60.25254902,59.78642202,58.36288889,60.15909091,59.73901919,58.84526432,59.65548077,59.99134503,62.90724101,58.74226919,59.75974576,59.28620448,58.78317152,58.76536492,59.53238566,61.32535484,59.8800965,58.41358314,61.30052356,57.46380449,59.0982659,58.14213264,59.42249322,60.32028825,57.09632075,57.69102564,59.8189759,59.89971711,57.26477795,57.86596958,57.18976778,58.57010251,56.94097808,57.09494949,58.18241679,57.55423341,57.02158333,58.32077465,56.65722461,63.63081264,68.16916917,65.23951194,68.45461165,65.02585616,65.03586387,67.93189569,,62.39013035,67.61373938,63.21130064,63.326341,47.07026515,46.8647351,46.83174157,47.07294264,46.91257225,46.47162534,46.02949853,46.53596491,46.60089552,46.8899696,45.94527778,47.11176471,47.55953079,47.87934783,46.7159601,46.40023041,46.97442529,47.7789916,46.82933884,46.95971223,47.73838384,48.22367206,48.34820442,47.41910828,47.74943694,48.07794944,47.51088154,47.58061441,47.91842105,47.01286472,46.98033033,47.22684211,46.8646978,47.61640969,48.42504488,47.39516616,47.00231317,47.3176399,47.67242268
1015_Q2.107_497,BC3,#F3722C,59.16088825,59.63009119,59.28767886,61.34581784,58.30165975,59.35552381,60.39295082,59.75975232,58.5785061,60.36072508,60.05593368,60.79128114,59.77332827,59.63316832,60.25163265,61.31516484,59.5313447,59.90392157,59.98698347,58.90330739,58.22447917,60.16211499,57.51287594,59.61188525,57.42312253,60.72236842,59.54717742,57.99647239,58.17638249,57.94368512,60.54166667,58.19501085,57.64857955,57.9865991,58.05743007,56.94229692,57.06434316,57.53115632,58.07868852,57.44637097,58.6142623,56.54728916,63.79384384,65.01037906,64.00052632,64.81441441,65.46693925,65.49616279,63.55909091,62.39013035,,63.29982729,65.81412776,62.38128571,48.34697802,48.40854271,47.70235043,47.68194444,46.9409465,47.21912879,46.87544643,46.8887218,47.77030568,47.39078431,47.71106719,47.74691943,47.52404762,48.8713964,46.98237548,46.86100324,47.04354839,47.80020408,48.07721774,47.81323529,47.70825472,48.31116352,49.30673469,47.55242718,48.35016026,49.32543103,47.59288256,48.44504792,47.72444717,46.61694079,47.5073913,48.58061224,47.94185606,47.76148649,48.44408867,47.99407895,46.69248705,47.12363946,48.89590395
L.E.AR.33,BC3,#F3722C,60.84295416,59.83267223,59.93110022,61.88402123,60.42444598,60.1851773,60.94853101,61.1454902,60.84228625,61.98839286,62.14919268,64.42745512,60.01645,61.44385027,60.65955128,60.71793893,60.17285012,60.76089165,63.46647332,61.50373494,60.65498938,63.54241677,58.50325,60.67846568,59.53679809,61.00501319,62.41049005,59.31060606,59.0596615,59.87870075,61.23562753,58.38803596,59.64144852,58.57633053,59.46695187,58.53130148,58.00968504,59.38859649,58.99541578,58.22040816,59.00841014,57.73583639,64.70065217,72.1113941,64.78577199,72.1788,68.65450517,66.80008562,81.09667788,67.61373938,63.29982729,,64.29612403,64.03929856,47.24007353,46.88601286,47.02152778,47.1853222,47.27014085,46.87127072,46.78660714,47.16579602,47.27994269,46.94740854,46.71337209,46.44479866,47.60764873,47.91636086,46.64657702,46.68950893,47.00405028,47.33097686,46.48227513,47.15144404,47.51502976,47.63825243,48.28324324,47.26118012,47.44935205,47.98497191,47.56957143,47.3015528,47.57920354,46.91368421,46.85413105,47.58959732,47.38983957,47.39759414,47.92190332,47.59985673,46.77517606,46.62178715,48.17738095
1015_Q2.40_586,BC3,#F3722C,57.54484375,58.34765625,58.98719397,60.57536082,57.75638298,59.85730858,60.57065217,58.16223022,57.69076087,59.39275093,59.80492126,60.63854167,59.22168142,59.20012376,59.85298851,59.79683544,58.89988636,59.44105263,60.43942786,57.97176871,59.63730159,60.47531328,56.44965438,58.78524173,56.70935252,59.49988962,61.08333333,57.13541667,57.28342857,57.74917695,59.67589499,57.92709832,57.47797203,57.31212121,57.21320346,56.56550523,56.66864952,57.17896825,56.7725,56.81895973,58.41862348,57.04558824,64.47797619,64.96393281,64.95155786,65.64948454,65.01323155,66.98470437,64.46732283,63.21130064,65.81412776,64.29612403,,62.69768786,47.81490683,46.33028571,47.56119048,47.13599222,46.83119266,47.67907489,47.90114679,47.08414634,47.71274038,47.28217593,47.24779412,46.69617347,47.55,48.37379808,47.31784038,46.40659341,46.52123656,46.93848315,48.74150943,47.47517007,47.52018072,48.01469466,49.79825,47.17891566,47.62509506,48.95686275,48.14205426,48.39724138,47.55,48.08833922,48.13432432,46.12573099,47.50371901,48.28360996,48.07385445,48.14055556,47.63650307,46.10898438,48.19086207
1015_BV01_concoct_2,BC3,#F3722C,57.67046154,57.18980892,58.36094891,59.71186975,57.6527972,58.08209302,58.11638418,58.73356401,57.9805,58.73083624,59.61274704,60.11961165,57.63403141,59.02115839,57.77920455,58.22725061,57.97478261,58.66254902,60.63558952,58.12748414,58.69255725,60.33649237,55.97489496,59.57329268,58.04891068,59.10432489,60.14478873,56.87738516,56.43363874,57.65815534,60.06165254,57.37664234,57.93571429,56.07512136,57.58350101,56.46210692,55.92427746,57.02014563,57.91118881,56.03709199,58.90690236,56.29022472,63.86694079,65.00206835,64.65875,65.21501832,63.75428954,68.96614583,64.02690217,63.326341,62.38128571,64.03929856,62.69768786,,47.23856209,46.96684783,46.94615385,46.83137652,47.61943128,47.4420354,47.74166667,46.35206612,47.5320197,46.20855856,47.61100917,46.44371859,47.18575,47.14827586,46.99446903,45.63681319,47.03846154,47.63020833,48.39727626,47.02668919,46.8680203,47.80885246,48.75253165,48.09253731,48.3600365,48.56843318,47.94771863,48.14379195,47.45379747,46.98478916,47.7162037,48.82734807,48.09222222,48.19239482,48.03112745,49.73309524,47.00390625,46.73383838,49.14099678
BA_16,BC36,#FFD043,47.75926966,48.2377095,47.85885886,47.99411765,48.59782609,47.12988506,47.53053797,48.20345745,49.19626437,46.98323699,47.81224832,48.5,47.73768328,48.36306818,47.87176471,48.0777533,48.09791667,46.80329861,47.62417355,47.13857678,47.37078313,47.70174419,47.49609375,46.97714844,47.44581749,48.13745387,48.10305164,47.44453125,47.46443966,47.95213115,48.32246964,46.23481781,46.91243655,46.51673469,47.05407166,46.77193396,46.63355263,46.7802682,45.67321429,46.68266667,46.27623457,48.3275076,47.8502924,48.52147887,47.3343465,49.03505338,48.39130435,47.41388889,47.93560311,47.07026515,48.34697802,47.24007353,47.81490683,47.23856209,,67.19921415,93.56212516,75.08638268,94.5129751,67.89593301,67.22827181,66.37670376,67.21020067,74.97521589,75.82429644,75.70189243,92.08210604,74.28191489,66.8838685,64.55809038,67.68009434,52.965625,51.14158076,51.66834171,50.31929825,50.73005952,51.93164794,51.65543933,51.78507692,52.23278388,51.42848837,52.25495356,51.73853904,52.25,51.7125523,50.76256039,51.77637363,51.44728097,50.29509132,52.73591837,52.41134259,51.7738255,50.64226415
BA_27,BC36,#FFD043,46.79399038,48.27234637,46.60533333,46.54146707,47.09967427,46.68074205,46.21043956,47.46957547,47.2299505,46.17301587,47.28280802,47.60464072,47.09821883,46.85431894,45.92289562,47.15389105,47.80048232,46.64076246,46.48782468,46.71125402,46.31777778,46.67606383,46.60490506,46.45138408,46.48452769,47.25330033,45.86302521,47.35535714,45.99404332,46.75979827,47.37395105,45.59869888,46.31105769,46.50842105,46.40898876,46.56104418,46.40555556,46.42457627,44.8877907,46.09603175,46.17537688,48.03347222,48.17360406,47.6382622,47.3728022,48.52553517,48.27837209,48.17889908,46.96378205,46.8647351,48.40854271,46.88601286,46.33028571,46.96684783,67.19921415,,67.41332418,67.70029656,66.32025678,84.43189066,83.58126478,88.33700935,84.51016518,67.61138148,66.21467014,64.46451342,66.97808321,67.52028875,83.90761851,66.05601966,84.23492366,52.22163636,50.95215517,50.51311111,50.59723247,50.18316832,51.05031546,50.33159722,51.25291878,51.31233974,51.18952096,50.82920792,51.41223629,50.79890282,51.11719745,51.11399177,50.97406877,51.02757794,50.13629344,51.81470588,50.57773723,49.95133172,49.27449857
BA_14,BC36,#FFD043,46.82396694,48.51396761,47.56875,47.66646192,48.13486239,46.66703911,46.78504464,48.14813953,47.95195652,46.97071429,47.61642336,48.03269231,47.08037578,47.09273973,47.05446686,47.49402516,47.1548,46.60811518,47.01860465,47.4329235,47.10856481,47.40292398,46.95602241,46.88194444,47.07773224,47.74354396,47.39906716,47.69166667,47.125,46.97283654,47.94290221,45.69044586,46.38007663,46.71017964,46.4965311,47.01272727,46.9797619,46.8310241,45.89452381,46.57840136,46.17299578,48.38275463,47.93973214,48.18575198,47.16176471,48.85387701,48.48675373,48.33789063,47.52222222,46.83174157,47.70235043,47.02152778,47.56119048,46.94615385,93.56212516,67.41332418,,75.41556522,90.99169014,67.73218452,67.69071348,67.07820755,67.42815421,74.43745562,75.74593548,74.9200495,97.19943457,74.57962529,66.50444331,65.40783836,66.53790323,51.98223881,50.8037123,50.58425606,49.99224684,50.67911523,51.57539063,51.04755747,51.29087983,51.23989362,51.52997347,51.36079665,51.30744863,51.19460526,50.98926471,50.97607914,51.23195876,50.91730769,50.2828594,51.92527933,50.63814103,50.62177083,50.2353022
BA_11,BC36,#FFD043,47.18741007,47.72334495,47.04792453,47.56508621,47.96205128,47.23143564,46.49072658,47.70487365,47.27070896,46.81397059,47.77042105,47.33459916,47.23482456,47.26780045,46.78138958,47.15285326,46.95602679,46.76428571,47.27345679,47.19662005,46.82918367,47.34360614,46.44965831,46.95675,46.56170213,47.42149644,46.54358553,47.14259868,46.11266491,46.85251572,47.07305764,45.94624665,46.29584775,46.78746736,46.8,46.54058824,46.38275862,46.198,45.7622449,46.02915493,46.01254417,47.96568047,47.34767025,48.00837156,47.36650579,48.19376392,48.2409699,47.78133562,47.76334135,47.07294264,47.68194444,47.1853222,47.13599222,46.83137652,75.08638268,67.70029656,75.41556522,,74.8557047,68.4874225,67.57964559,68.11290323,67.90846774,86.43416667,72.24713805,70.96262242,75.15434381,87.24412581,67.02668891,65.03647107,67.35112245,51.3107868,50.57873563,49.86152738,50.32371134,50.76051282,50.35010684,50.32223529,51.02603978,51.34388412,50.87076566,50.73393471,51.19500713,50.83421634,50.54115566,50.19498525,50.27749469,50.70787992,50.07049861,51.47956204,50.50765027,50.86020036,49.73053097
BA_12,BC36,#FFD043,46.17871901,47.31837607,46.98185012,47.18776042,48.36391437,46.2509009,46.58686047,47.20081967,47.92891304,46.71026786,47.40866834,48.13925831,46.79700855,47.54563953,46.75044118,47.08092105,46.86816976,46.46303797,47.01246334,47.13328691,46.79186603,47.35367647,46.58871866,46.78045455,46.88553371,47.24209809,47.46727273,47.35862069,46.73599349,47.02339109,47.08648649,45.55,46.2620155,46.54097859,46.51068796,46.18241379,46.48110368,46.83847305,45.7145933,46.39338983,45.74670782,48.04686747,47.38296943,48.07454308,47.32677725,48.35205656,47.41347656,48.18194444,47.61869688,46.91257225,46.9409465,47.27014085,46.83119266,47.61943128,94.5129751,66.32025678,90.99169014,74.8557047,,67.46450867,67.62581776,66.98020833,67.58888889,74.33639241,75.75540541,75.32353723,90.10281543,73.88754491,66.36333333,64.87621704,67.20305707,51.80122699,50.66554217,50.80688406,49.85370968,50.78808017,51.13477089,51.42393162,51.61039823,50.55068306,50.95138889,51.47393617,51.19307282,51.29565217,51.42344214,50.55692884,50.66018277,51.08086283,50.04165261,52.06628242,50.92761438,51.08199105,50.43648649
BA_10,BC36,#FFD043,46.72787234,47.20413223,47.11536797,47.32063882,46.83167116,46.95571848,46.58241379,47.51799163,47.20766129,46.46680851,47.13764988,47.48515815,46.90812757,47.22129121,46.78636364,46.71151515,47.17544081,46.83914141,46.43224932,46.52513441,47.3758794,47.04942363,46.41230366,46.47374631,46.19435262,46.84516539,46.41586716,47.20968379,46.25332278,46.59361702,47.68193642,46.30666667,45.9342803,46.42477064,46.4705036,46.60821429,46.68055556,46.49569733,45.30234742,46.37972028,45.4613879,47.59339623,46.99828326,48.07290576,47.17689732,47.91904177,47.70142857,47.77586873,47.19361111,46.47162534,47.21912879,46.87127072,47.67907489,47.4420354,67.89593301,84.43189066,67.73218452,68.4874225,67.46450867,,88.23655767,84.02141694,88.11789883,68.98287445,65.71857888,64.60848939,67.90275591,68.89328449,85.48020995,64.80352113,81.74211776,51.25707965,50.57309368,51.11917178,49.91676737,49.7911,51.35783582,50.45652174,50.99192015,51.19954545,50.190375,51.03687873,51.17429907,50.35682927,50.77367089,50.12741935,50.5829602,50.14213974,50.12179903,51.12392947,50.30595238,49.98574514,49.46574074
BA_4,BC36,#FFD043,45.95945946,47.46365854,46.37819277,46.65507813,47.30699088,46.52323718,45.99242424,46.83716814,46.77077626,45.80535714,46.39785894,47.28760108,46.46277778,46.24436416,46.23074627,47.21471572,46.95494505,46.1211326,46.21616766,46.53525074,46.55414508,46.67225705,46.4213881,46.17802548,45.94865672,47.18532764,45.76482213,46.54460581,45.81722408,46.101375,47.62186495,45.70222603,45.20207469,46.30363036,45.94386189,45.68222222,46.09144487,46.0837963,45.25151515,45.54704797,46.10041152,46.86279904,47.56233184,47.99385714,46.60012195,47.9704607,48.18392157,47.49938776,47.05474777,46.02949853,46.87544643,46.78660714,47.90114679,47.74166667,67.22827181,83.58126478,67.69071348,67.57964559,67.62581776,88.23655767,,84.57083333,91.22849813,67.50725806,65.77737589,65.30288732,67.10776173,67.33265172,86.44352941,66.76000996,83.59379085,51.35745033,50.9414604,50.59051383,50.63,50.82588889,50.64780822,50.49316109,51.21152125,51.79706745,50.60868347,50.70601336,51.13475499,50.82116883,50.89889503,50.38886861,50.55552561,50.47302483,50.26545769,51.0273913,50.75102041,50.46736726,49.07203166
BA_9,BC36,#FFD043,46.66150943,47.55358423,47.03942308,47.4358945,47.62407407,47.20953608,46.77885375,47.58824627,47.90307692,46.86633858,47.72285408,47.34023861,47.2948556,46.84647355,46.52220844,47.25557065,47.57609195,47.00446429,46.98793532,46.85012195,46.67251082,47.22214854,46.02655889,46.64056604,46.52437186,46.84806378,46.63724832,47.08776224,46.36288515,46.61642105,47.12738693,46.46565789,45.21094276,46.53007916,46.76616052,46.41164596,46.74876543,46.31160714,45.5482906,46.29353846,46.00344828,47.84134809,47.52275986,47.73393665,47.4247,47.96134361,47.5840836,47.14442623,46.89605911,46.53596491,46.8887218,47.16579602,47.08414634,46.35206612,66.37670376,88.33700935,67.07820755,68.11290323,66.98020833,84.02141694,84.57083333,,84.73038136,67.44668072,65.89945783,64.76145475,66.74876847,67.82176409,84.28614786,66.30627687,84.26773602,51.05663957,50.64258893,49.68046875,50.26536458,50.45636042,50.69188312,50.28902148,51.06012658,51.82002315,50.84344978,50.79597198,51.06540698,50.01924779,50.69369048,50.7995549,50.4589172,50.39790076,50.1366571,51.27645688,50.14971989,50.58376147,49.64621381
BA_18,BC36,#FFD043,47.16440678,48.11555024,47.2501182,47.54252577,47.8933642,47.08221884,47.15429234,48.27829787,47.7289916,46.90555556,47.33659148,47.76768802,47.27650215,48.07636364,46.9508596,47.85448276,47.64875,47.11596306,46.44380282,46.85101744,46.61913265,47.32492355,46.87394578,46.50224551,46.63314448,47.67908309,46.76546185,47.30371901,46.26176471,47.32262211,47.46417197,46.8490228,46.60204918,46.47789969,46.64792176,46.23655914,46.54442446,46.63541667,46.03375,46.31956522,45.87521739,47.75424528,48.07349138,48.42258953,47.47570423,48.47431319,48.2195122,47.80084034,47.02871148,46.60089552,47.77030568,47.27994269,47.71274038,47.5320197,67.21020067,84.51016518,67.42815421,67.90846774,67.58888889,88.11789883,91.22849813,84.73038136,,67.46303191,66.04534024,65.56333819,66.87872079,68.29206853,86.29565217,66.00403789,83.54002334,51.88867314,50.81918317,50.69198473,50.27142857,50.87306867,51.04143258,50.40290698,51.77919463,52.28294118,51.21483516,51.11181015,51.03981818,50.75833333,51.26568047,50.54095941,50.42949735,50.01955128,50.11052632,51.48483483,50.45397351,50.40444444,50.35040872
BA_1,BC36,#FFD043,46.52926829,46.9166,46.81520681,47.22592593,48.10509259,46.38211009,46.10915842,47.34666667,47.55153509,46.10069124,46.8815427,47.78649351,46.50581395,47.01384615,46.34670846,46.64460317,46.87741047,46.49971347,46.54803922,46.77035928,46.93770053,46.86496815,46.61166667,46.44732441,46.23418675,46.70956873,47.33693182,46.81805556,46.10848057,45.99958791,47.16606607,45.96152542,45.67689394,46.40684932,46.22911051,46.07873563,46.1379845,46.3105802,45.74973684,46.06343874,45.62440945,47.57729659,47.75,47.74831461,47.21351351,48.21726343,48.86419492,47.79082031,47.17412281,46.8899696,47.39078431,46.94740854,47.28217593,46.20855856,74.97521589,67.61138148,74.43745562,86.43416667,74.33639241,68.98287445,67.50725806,67.44668072,67.46303191,,71.83626717,71.08613281,74.66053512,95.59294606,66.91191207,64.51426928,67.10292326,51.37216495,50.27932584,50.51040892,49.89931973,50.60988506,51.15671642,50.21442857,51.14395492,51.46385224,50.65286104,50.60583501,51.00085911,50.61087533,50.59323944,49.87574751,49.93650386,50.53964706,49.78655617,50.88168449,50.51501597,50.47756098,50.33469697
0116_SJ02_599,BC36,#FFD043,46.27828054,47.7278,47.54322799,47.3855615,47.23027108,47.41596386,46.86513002,47.65668103,46.61231884,47.26793722,47.65209974,46.81134021,47.4587146,47.4328125,47.22583082,48.23438486,46.86426593,46.51509434,46.40517799,46.8117052,46.71130653,46.92605863,46.27520216,46.67523364,46.64097633,47.16396277,46.07489712,46.8703252,45.92294521,46.72818182,47.63901099,45.82852459,45.75735294,46.27256494,46.40668258,46.05543478,45.91921708,46.06085627,45.3759434,45.60376344,46.09567901,48.41002415,48.8693617,47.4599455,47.77995227,47.04986111,48.47594142,48.23472222,47.12859327,45.94527778,47.71106719,46.71337209,47.24779412,47.61100917,75.82429644,66.21467014,75.74593548,72.24713805,75.75540541,65.71857888,65.77737589,65.89945783,66.04534024,71.83626717,,73.89962687,75.24624809,72.35793304,65.4673712,63.36520651,66.28821604,51.66921965,51.34295455,50.5132,51.27531056,50.97311828,51.14948586,51.59675141,52.09134831,51.19011628,50.74885845,51.50833333,50.9478013,50.05023585,51.4069863,51.25620438,50.63530702,50.89334764,50.85495868,52.36707317,50.8885906,51.31626106,51.27114286
Archaea.bin_1,BC36,#FFD043,47.21985981,47.89776119,47.32968338,47.29926901,47.94522968,47.1579661,46.75893333,47.51116505,46.67352941,46.63118557,47.6908046,48.08723404,46.82612827,47.8557947,46.88180272,47.16816547,47.30255591,46.35680473,46.97913793,46.80359375,46.62593583,47.24134615,46.01112853,46.7075,46.5629393,47.0507764,46.50086207,46.92524038,45.89942529,46.55371429,47.88929825,45.86041667,45.95044843,46.3088015,46.60028571,46.29833333,45.83661417,46.01035088,45.57647059,45.83298755,46.77931034,47.85989011,48.65689655,48.09022436,46.99755435,48.01830769,47.78947368,47.24049774,47.07508251,47.11176471,47.74691943,46.44479866,46.69617347,46.44371859,75.70189243,64.46451342,74.9200495,70.96262242,75.32353723,64.60848939,65.30288732,64.76145475,65.56333819,71.08613281,73.89962687,,73.62989056,71.23778571,64.76002571,62.22994083,64.44345146,51.37320144,50.31109661,49.47740586,50.2548913,50.74655172,50.86606607,50.94558824,50.90307487,50.53783784,50.6279321,50.57555556,50.86292017,50.50503145,51.01694079,50.50086957,50.41544118,50.76683292,49.72363281,51.47331081,49.99115385,50.46920375,50.08474843
